InspectionId,Date,SupplierId,Material,MaterialLotId,PurchaseOrderId,Characteristic,Standard,Method,Unit,ResultValue,LSL,Nominal,USL,Result,Inspector
RI-005134,2026-08-09,SUP-004,rPET,RM-rPET-00127,PO-6377,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.3518,0.0,5.0,12.0,Pass,Diogo Ferreira
RI-005135,2026-08-09,SUP-004,rPET,RM-rPET-00127,PO-6377,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.6996,0.0,1.5,3.5,Pass,Carlos Mendes
RI-005136,2026-08-10,SUP-001,MDPE,RM-MDPE-00127,PO-6378,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4445,0.3,0.45,0.65,Pass,Beatriz Costa
RI-005137,2026-08-10,SUP-001,MDPE,RM-MDPE-00127,PO-6378,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9377,0.933,0.937,0.941,Pass,Ana Silva
RI-005138,2026-08-10,SUP-001,MDPE,RM-MDPE-00127,PO-6378,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,104.0473,0.0,130.0,260.0,Pass,Beatriz Costa
RI-005139,2026-08-10,SUP-006,PET,RM-PET-00128,PO-6379,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7829,0.72,0.8,0.86,Pass,Carlos Mendes
RI-005140,2026-08-10,SUP-006,PET,RM-PET-00128,PO-6379,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,29.3466,0.0,30.0,50.0,Pass,Beatriz Costa
RI-005141,2026-08-10,SUP-006,PET,RM-PET-00128,PO-6379,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.831,0.0,0.8,2.0,Pass,Elena Santos
RI-005142,2026-08-10,SUP-006,PET,RM-PET-00128,PO-6379,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3387,1.335,1.34,1.345,Pass,Elena Santos
RI-005143,2026-08-10,SUP-003,PETG,RM-PETG-00129,PO-6380,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7419,0.7,0.76,0.82,Pass,Elena Santos
RI-005144,2026-08-10,SUP-003,PETG,RM-PETG-00129,PO-6380,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.9233,0.0,40.0,60.0,Pass,Ana Silva
RI-005145,2026-08-10,SUP-003,PETG,RM-PETG-00129,PO-6380,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7626,0.0,0.9,2.2,Pass,Beatriz Costa
RI-005146,2026-08-10,SUP-004,rPET,RM-rPET-00128,PO-6381,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7471,0.68,0.74,0.8,Pass,Elena Santos
RI-005147,2026-08-10,SUP-004,rPET,RM-rPET-00128,PO-6381,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.392,0.0,40.0,70.0,Pass,Beatriz Costa
RI-005148,2026-08-10,SUP-004,rPET,RM-rPET-00128,PO-6381,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,0.7487,0.0,5.0,12.0,Pass,Beatriz Costa
RI-005149,2026-08-10,SUP-004,rPET,RM-rPET-00128,PO-6381,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.823,0.0,1.5,3.5,Pass,Diogo Ferreira
RI-005150,2026-08-11,SUP-001,MDPE,RM-MDPE-00128,PO-6382,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3914,0.3,0.45,0.65,Pass,Elena Santos
RI-005151,2026-08-11,SUP-001,MDPE,RM-MDPE-00128,PO-6382,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9367,0.933,0.937,0.941,Pass,Ana Silva
RI-005152,2026-08-11,SUP-001,MDPE,RM-MDPE-00128,PO-6382,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,87.3034,0.0,130.0,260.0,Pass,Diogo Ferreira
RI-005153,2026-08-11,SUP-003,PETG,RM-PETG-00130,PO-6383,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7561,0.7,0.76,0.82,Pass,Diogo Ferreira
RI-005154,2026-08-11,SUP-003,PETG,RM-PETG-00130,PO-6383,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,5.9681,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-005155,2026-08-11,SUP-003,PETG,RM-PETG-00130,PO-6383,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8968,0.0,0.9,2.2,Pass,Beatriz Costa
RI-005156,2026-08-11,SUP-005,PP,RM-PP-00126,PO-6384,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.9824,2.0,3.0,4.5,Pass,Ana Silva
RI-005157,2026-08-11,SUP-005,PP,RM-PP-00126,PO-6384,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9061,0.9,0.905,0.91,Pass,Beatriz Costa
RI-005158,2026-08-11,SUP-005,PP,RM-PP-00126,PO-6384,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,32.6608,28.0,33.0,38.0,Pass,Ana Silva
RI-005159,2026-08-11,SUP-005,PP,RM-PP-00126,PO-6384,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,108.1808,0.0,100.0,200.0,Pass,Ana Silva
RI-005160,2026-08-12,SUP-001,MDPE,RM-MDPE-00129,PO-6385,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.2928,0.3,0.45,0.65,Fail,Carlos Mendes
RI-005161,2026-08-12,SUP-001,MDPE,RM-MDPE-00129,PO-6385,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9379,0.933,0.937,0.941,Pass,Beatriz Costa
RI-005162,2026-08-12,SUP-001,MDPE,RM-MDPE-00129,PO-6385,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,146.8964,0.0,130.0,260.0,Pass,Beatriz Costa
RI-005163,2026-08-12,SUP-008,Masterbatch,RM-Masterbatch-00116,PO-6386,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.2101,2.0,3.0,4.5,Pass,Beatriz Costa
RI-005164,2026-08-12,SUP-008,Masterbatch,RM-Masterbatch-00116,PO-6386,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4052,3.5,4.5,5.0,Pass,Diogo Ferreira
RI-005165,2026-08-12,SUP-008,Masterbatch,RM-Masterbatch-00116,PO-6386,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.0003,0.0,0.7,1.8,Pass,Diogo Ferreira
RI-005166,2026-08-12,SUP-008,Masterbatch,RM-Masterbatch-00116,PO-6386,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,75.4213,0.0,80.0,150.0,Pass,Ana Silva
RI-005167,2026-08-12,SUP-006,PET,RM-PET-00129,PO-6387,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8044,0.72,0.8,0.86,Pass,Carlos Mendes
RI-005168,2026-08-12,SUP-006,PET,RM-PET-00129,PO-6387,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,22.0454,0.0,30.0,50.0,Pass,Beatriz Costa
RI-005169,2026-08-12,SUP-006,PET,RM-PET-00129,PO-6387,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.5615,0.0,0.8,2.0,Pass,Beatriz Costa
RI-005170,2026-08-12,SUP-006,PET,RM-PET-00129,PO-6387,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.34,1.335,1.34,1.345,Pass,Diogo Ferreira
RI-005171,2026-08-12,SUP-003,PETG,RM-PETG-00131,PO-6388,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7686,0.7,0.76,0.82,Pass,Carlos Mendes
RI-005172,2026-08-12,SUP-003,PETG,RM-PETG-00131,PO-6388,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,6.6082,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-005173,2026-08-12,SUP-003,PETG,RM-PETG-00131,PO-6388,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.0942,0.0,0.9,2.2,Pass,Carlos Mendes
RI-005174,2026-08-12,SUP-005,PP,RM-PP-00127,PO-6389,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.7859,2.0,3.0,4.5,Pass,Carlos Mendes
RI-005175,2026-08-12,SUP-005,PP,RM-PP-00127,PO-6389,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.905,0.9,0.905,0.91,Pass,Elena Santos
RI-005176,2026-08-12,SUP-005,PP,RM-PP-00127,PO-6389,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,33.2748,28.0,33.0,38.0,Pass,Diogo Ferreira
RI-005177,2026-08-12,SUP-005,PP,RM-PP-00127,PO-6389,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,118.1596,0.0,100.0,200.0,Pass,Carlos Mendes
RI-005178,2026-08-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00125,PO-6390,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.361,0.2,0.32,0.5,Pass,Elena Santos
RI-005179,2026-08-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00125,PO-6390,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.958,0.948,0.953,0.96,Pass,Carlos Mendes
RI-005180,2026-08-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00125,PO-6390,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,203.4713,0.0,200.0,400.0,Pass,Diogo Ferreira
RI-005181,2026-08-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00125,PO-6390,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.1022,0.0,3.0,8.0,Pass,Elena Santos
RI-005182,2026-08-13,SUP-004,HDPE-PCR,RM-HDPE-PCR-00125,PO-6390,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.5539,18.0,24.0,30.0,Pass,Beatriz Costa
RI-005183,2026-08-13,SUP-008,Masterbatch,RM-Masterbatch-00117,PO-6391,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.7949,2.0,3.0,4.5,Pass,Elena Santos
RI-005184,2026-08-13,SUP-008,Masterbatch,RM-Masterbatch-00117,PO-6391,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4005,3.5,4.5,5.0,Pass,Beatriz Costa
RI-005185,2026-08-13,SUP-008,Masterbatch,RM-Masterbatch-00117,PO-6391,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8084,0.0,0.7,1.8,Pass,Carlos Mendes
RI-005186,2026-08-13,SUP-008,Masterbatch,RM-Masterbatch-00117,PO-6391,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,82.0722,0.0,80.0,150.0,Pass,Elena Santos
RI-005187,2026-08-14,SUP-007,LDPE,RM-LDPE-00134,PO-6392,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.8482,0.5,0.75,1.1,Pass,Beatriz Costa
RI-005188,2026-08-14,SUP-007,LDPE,RM-LDPE-00134,PO-6392,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9214,0.918,0.922,0.926,Pass,Beatriz Costa
RI-005189,2026-08-14,SUP-007,LDPE,RM-LDPE-00134,PO-6392,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,93.6547,0.0,120.0,250.0,Pass,Ana Silva
RI-005190,2026-08-14,SUP-005,PVC,RM-PVC-00115,PO-6393,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3812,1.35,1.38,1.41,Pass,Ana Silva
RI-005191,2026-08-14,SUP-005,PVC,RM-PVC-00115,PO-6393,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,49.913,40.0,48.0,55.0,Pass,Ana Silva
RI-005192,2026-08-14,SUP-005,PVC,RM-PVC-00115,PO-6393,Ash Content,ASTM D5630,Muffle Furnace,%,1.0552,0.0,1.2,3.0,Pass,Diogo Ferreira
RI-005193,2026-08-15,SUP-003,PETG,RM-PETG-00132,PO-6394,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7545,0.7,0.76,0.82,Pass,Elena Santos
RI-005194,2026-08-15,SUP-003,PETG,RM-PETG-00132,PO-6394,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,31.9247,0.0,40.0,60.0,Pass,Ana Silva
RI-005195,2026-08-15,SUP-003,PETG,RM-PETG-00132,PO-6394,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8616,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-005196,2026-08-16,SUP-008,Masterbatch,RM-Masterbatch-00118,PO-6395,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.8473,2.0,3.0,4.5,Pass,Elena Santos
RI-005197,2026-08-16,SUP-008,Masterbatch,RM-Masterbatch-00118,PO-6395,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.2942,3.5,4.5,5.0,Pass,Diogo Ferreira
RI-005198,2026-08-16,SUP-008,Masterbatch,RM-Masterbatch-00118,PO-6395,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.4768,0.0,0.7,1.8,Pass,Elena Santos
RI-005199,2026-08-16,SUP-008,Masterbatch,RM-Masterbatch-00118,PO-6395,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,96.0031,0.0,80.0,150.0,Pass,Ana Silva
RI-005200,2026-08-17,SUP-001,LDPE,RM-LDPE-00135,PO-6396,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7169,0.5,0.75,1.1,Pass,Ana Silva
RI-005201,2026-08-17,SUP-001,LDPE,RM-LDPE-00135,PO-6396,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9226,0.918,0.922,0.926,Pass,Elena Santos
RI-005202,2026-08-17,SUP-001,LDPE,RM-LDPE-00135,PO-6396,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,175.5091,0.0,120.0,250.0,Pass,Carlos Mendes
RI-005203,2026-08-17,SUP-001,MDPE,RM-MDPE-00130,PO-6397,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4967,0.3,0.45,0.65,Pass,Ana Silva
RI-005204,2026-08-17,SUP-001,MDPE,RM-MDPE-00130,PO-6397,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.937,0.933,0.937,0.941,Pass,Beatriz Costa
RI-005205,2026-08-17,SUP-001,MDPE,RM-MDPE-00130,PO-6397,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,131.645,0.0,130.0,260.0,Pass,Beatriz Costa
RI-005206,2026-08-17,SUP-003,PET,RM-PET-00130,PO-6398,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8029,0.72,0.8,0.86,Pass,Diogo Ferreira
RI-005207,2026-08-17,SUP-003,PET,RM-PET-00130,PO-6398,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,31.5932,0.0,30.0,50.0,Pass,Elena Santos
RI-005208,2026-08-17,SUP-003,PET,RM-PET-00130,PO-6398,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.8379,0.0,0.8,2.0,Pass,Carlos Mendes
RI-005209,2026-08-17,SUP-003,PET,RM-PET-00130,PO-6398,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3414,1.335,1.34,1.345,Pass,Elena Santos
RI-005210,2026-08-17,SUP-005,PP,RM-PP-00128,PO-6399,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.9776,2.0,3.0,4.5,Pass,Beatriz Costa
RI-005211,2026-08-17,SUP-005,PP,RM-PP-00128,PO-6399,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9049,0.9,0.905,0.91,Pass,Diogo Ferreira
RI-005212,2026-08-17,SUP-005,PP,RM-PP-00128,PO-6399,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,31.7219,28.0,33.0,38.0,Pass,Beatriz Costa
RI-005213,2026-08-17,SUP-005,PP,RM-PP-00128,PO-6399,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,52.1781,0.0,100.0,200.0,Pass,Carlos Mendes
RI-005214,2026-08-17,SUP-002,PP-PCR,RM-PP-PCR-00126,PO-6400,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.6715,1.8,2.8,4.8,Pass,Beatriz Costa
RI-005215,2026-08-17,SUP-002,PP-PCR,RM-PP-PCR-00126,PO-6400,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9029,0.898,0.904,0.912,Pass,Carlos Mendes
RI-005216,2026-08-17,SUP-002,PP-PCR,RM-PP-PCR-00126,PO-6400,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.2059,0.0,4.0,10.0,Pass,Diogo Ferreira
RI-005217,2026-08-17,SUP-002,PP-PCR,RM-PP-PCR-00126,PO-6400,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,30.5897,24.0,30.0,36.0,Pass,Diogo Ferreira
RI-005218,2026-08-17,SUP-004,rPET,RM-rPET-00129,PO-6401,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7538,0.68,0.74,0.8,Pass,Beatriz Costa
RI-005219,2026-08-17,SUP-004,rPET,RM-rPET-00129,PO-6401,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,3.4133,0.0,40.0,70.0,Pass,Diogo Ferreira
RI-005220,2026-08-17,SUP-004,rPET,RM-rPET-00129,PO-6401,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.9815,0.0,5.0,12.0,Pass,Elena Santos
RI-005221,2026-08-17,SUP-004,rPET,RM-rPET-00129,PO-6401,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.719,0.0,1.5,3.5,Pass,Carlos Mendes
RI-005222,2026-08-18,SUP-007,HDPE,RM-HDPE-00135,PO-6402,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3382,0.25,0.35,0.45,Pass,Ana Silva
RI-005223,2026-08-18,SUP-007,HDPE,RM-HDPE-00135,PO-6402,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9529,0.95,0.954,0.958,Pass,Ana Silva
RI-005224,2026-08-18,SUP-007,HDPE,RM-HDPE-00135,PO-6402,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,8.984,0.0,150.0,300.0,Pass,Ana Silva
RI-005225,2026-08-18,SUP-007,HDPE,RM-HDPE-00135,PO-6402,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,25.9125,20.0,26.0,32.0,Pass,Carlos Mendes
RI-005226,2026-08-18,SUP-005,PP,RM-PP-00129,PO-6403,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.9598,2.0,3.0,4.5,Pass,Diogo Ferreira
RI-005227,2026-08-18,SUP-005,PP,RM-PP-00129,PO-6403,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9055,0.9,0.905,0.91,Pass,Elena Santos
RI-005228,2026-08-18,SUP-005,PP,RM-PP-00129,PO-6403,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,33.5711,28.0,33.0,38.0,Pass,Beatriz Costa
RI-005229,2026-08-18,SUP-005,PP,RM-PP-00129,PO-6403,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,85.4936,0.0,100.0,200.0,Pass,Carlos Mendes
RI-005230,2026-08-18,SUP-005,PVC,RM-PVC-00116,PO-6404,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3796,1.35,1.38,1.41,Pass,Ana Silva
RI-005231,2026-08-18,SUP-005,PVC,RM-PVC-00116,PO-6404,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,46.8297,40.0,48.0,55.0,Pass,Beatriz Costa
RI-005232,2026-08-18,SUP-005,PVC,RM-PVC-00116,PO-6404,Ash Content,ASTM D5630,Muffle Furnace,%,1.6481,0.0,1.2,3.0,Pass,Elena Santos
RI-005233,2026-08-19,SUP-004,HDPE-PCR,RM-HDPE-PCR-00126,PO-6405,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.2792,0.2,0.32,0.5,Pass,Ana Silva
RI-005234,2026-08-19,SUP-004,HDPE-PCR,RM-HDPE-PCR-00126,PO-6405,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9528,0.948,0.953,0.96,Pass,Ana Silva
RI-005235,2026-08-19,SUP-004,HDPE-PCR,RM-HDPE-PCR-00126,PO-6405,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,183.2143,0.0,200.0,400.0,Pass,Carlos Mendes
RI-005236,2026-08-19,SUP-004,HDPE-PCR,RM-HDPE-PCR-00126,PO-6405,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.0051,0.0,3.0,8.0,Pass,Beatriz Costa
RI-005237,2026-08-19,SUP-004,HDPE-PCR,RM-HDPE-PCR-00126,PO-6405,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.9596,18.0,24.0,30.0,Pass,Carlos Mendes
RI-005238,2026-08-19,SUP-008,Masterbatch,RM-Masterbatch-00119,PO-6406,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,4.8078,2.0,3.0,4.5,Fail,Ana Silva
RI-005239,2026-08-19,SUP-008,Masterbatch,RM-Masterbatch-00119,PO-6406,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4207,3.5,4.5,5.0,Pass,Carlos Mendes
RI-005240,2026-08-19,SUP-008,Masterbatch,RM-Masterbatch-00119,PO-6406,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.4202,0.0,0.7,1.8,Pass,Elena Santos
RI-005241,2026-08-19,SUP-008,Masterbatch,RM-Masterbatch-00119,PO-6406,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,61.8944,0.0,80.0,150.0,Pass,Ana Silva
RI-005242,2026-08-19,SUP-006,PET,RM-PET-00131,PO-6407,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8082,0.72,0.8,0.86,Pass,Diogo Ferreira
RI-005243,2026-08-19,SUP-006,PET,RM-PET-00131,PO-6407,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.1392,0.0,30.0,50.0,Pass,Beatriz Costa
RI-005244,2026-08-19,SUP-006,PET,RM-PET-00131,PO-6407,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.819,0.0,0.8,2.0,Pass,Elena Santos
RI-005245,2026-08-19,SUP-006,PET,RM-PET-00131,PO-6407,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3405,1.335,1.34,1.345,Pass,Diogo Ferreira
RI-005246,2026-08-19,SUP-003,PETG,RM-PETG-00133,PO-6408,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7515,0.7,0.76,0.82,Pass,Beatriz Costa
RI-005247,2026-08-19,SUP-003,PETG,RM-PETG-00133,PO-6408,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,42.4016,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-005248,2026-08-19,SUP-003,PETG,RM-PETG-00133,PO-6408,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.9554,0.0,0.9,2.2,Pass,Beatriz Costa
RI-005249,2026-08-19,SUP-007,PP,RM-PP-00130,PO-6409,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.742,2.0,3.0,4.5,Pass,Elena Santos
RI-005250,2026-08-19,SUP-007,PP,RM-PP-00130,PO-6409,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9055,0.9,0.905,0.91,Pass,Diogo Ferreira
RI-005251,2026-08-19,SUP-007,PP,RM-PP-00130,PO-6409,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,31.4766,28.0,33.0,38.0,Pass,Beatriz Costa
RI-005252,2026-08-19,SUP-007,PP,RM-PP-00130,PO-6409,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,85.4586,0.0,100.0,200.0,Pass,Diogo Ferreira
RI-005253,2026-08-19,SUP-002,PP-PCR,RM-PP-PCR-00127,PO-6410,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.5858,1.8,2.8,4.8,Pass,Ana Silva
RI-005254,2026-08-19,SUP-002,PP-PCR,RM-PP-PCR-00127,PO-6410,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9036,0.898,0.904,0.912,Pass,Diogo Ferreira
RI-005255,2026-08-19,SUP-002,PP-PCR,RM-PP-PCR-00127,PO-6410,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.2844,0.0,4.0,10.0,Pass,Beatriz Costa
RI-005256,2026-08-19,SUP-002,PP-PCR,RM-PP-PCR-00127,PO-6410,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.0251,24.0,30.0,36.0,Pass,Ana Silva
RI-005257,2026-08-20,SUP-008,Masterbatch,RM-Masterbatch-00120,PO-6411,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.8677,2.0,3.0,4.5,Pass,Elena Santos
RI-005258,2026-08-20,SUP-008,Masterbatch,RM-Masterbatch-00120,PO-6411,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.5249,3.5,4.5,5.0,Pass,Ana Silva
RI-005259,2026-08-20,SUP-008,Masterbatch,RM-Masterbatch-00120,PO-6411,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.7246,0.0,0.7,1.8,Pass,Carlos Mendes
RI-005260,2026-08-20,SUP-008,Masterbatch,RM-Masterbatch-00120,PO-6411,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,79.9512,0.0,80.0,150.0,Pass,Beatriz Costa
RI-005261,2026-08-21,SUP-001,HDPE,RM-HDPE-00136,PO-6412,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.337,0.25,0.35,0.45,Pass,Elena Santos
RI-005262,2026-08-21,SUP-001,HDPE,RM-HDPE-00136,PO-6412,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9537,0.95,0.954,0.958,Pass,Diogo Ferreira
RI-005263,2026-08-21,SUP-001,HDPE,RM-HDPE-00136,PO-6412,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,167.0081,0.0,150.0,300.0,Pass,Elena Santos
